model,mode,threshold,top_k,n,micro_f1,macro_f1,precision,recall,avg_pred_labels,median_pred_labels
Fusion_ESM2_contact,threshold,0.14,,16725,0.15172295559746274,0.006085998413703726,0.2783894306385656,0.10427712972781902,0.3801494768310912,0.0
Fusion_ESM2_contact,threshold,0.15,,16725,0.1487567379586159,0.005652375574708521,0.28374792703150914,0.10080122540355839,0.36053811659192825,0.0
Fusion_ESM2_contact,threshold,0.16,,16725,0.14707958355390857,0.005622875051898889,0.2927643133122585,0.09820902556851656,0.34044843049327356,0.0
Fusion_ESM2_contact,threshold,0.17,,16725,0.14472155180119783,0.005713956850342534,0.2998148148148148,0.09538117120301638,0.32286995515695066,0.0
Fusion_ESM2_contact,threshold,0.18,,16725,0.14223669923995658,0.005548110942682046,0.3064327485380117,0.09261223047013079,0.30672645739910315,0.0
Fusion_ESM2_contact,threshold,0.19,,16725,0.1404615033127713,0.00548399332311417,0.312970881694156,0.09055025332862024,0.2936322869955157,0.0
Fusion_ESM2_contact,threshold,0.2,,16725,0.138909426987061,0.0055264038658286605,0.3221174453493356,0.08854718981972429,0.27898355754857995,0.0
Fusion_ESM2_contact,threshold,0.21,,16725,0.13598580367983562,0.005509154033491402,0.3279279279279279,0.08577824908683869,0.26547085201793724,0.0
Fusion_ESM2_contact,threshold,0.22,,16725,0.13386830304460703,0.005512700289241586,0.33673711707432913,0.08353953104748439,0.2517787742899851,0.0
Fusion_ESM2_contact,threshold,0.23,,16725,0.13197921136699567,0.005475525017541315,0.3460865216304076,0.08153646753858843,0.23910313901345293,0.0
Fusion_ESM2_contact,threshold,0.24,,16725,0.13047871060861196,0.005183437834592175,0.3558121228024141,0.07988688582537999,0.2278624813153961,0.0
Fusion_ESM2_contact,threshold,0.25,,16725,0.12908853030963802,0.005174806010297548,0.36363636363636365,0.0784729586426299,0.2190134529147982,0.0
Fusion_ESM2_contact,threshold,0.26,,16725,0.12801013941698353,0.005170065260126751,0.3709039548022599,0.07735359962295275,0.2116591928251121,0.0
Fusion_ESM2_contact,threshold,0.27,,16725,0.12674880958224927,0.005177854333054763,0.38004121283485426,0.07605749970543184,0.20310911808669657,0.0
Fusion_ESM2_contact,threshold,0.28,,16725,0.1257346041779841,0.005186805184614823,0.3887022900763359,0.07499705431836927,0.19581464872944693,0.0
Fusion_ESM2_contact,threshold,0.29,,16725,0.12341017488076311,0.00517288369654951,0.3937856689917565,0.07317073170731707,0.1885799701046338,0.0
Fusion_ESM2_contact,threshold,0.3,,16725,0.12088186771984201,0.004890975488028844,0.39914163090128757,0.0712265818310357,0.18110612855007474,0.0
Fusion_ESM2_contact,threshold,0.31,,16725,0.11846935183788405,0.00494628449876735,0.4043940954342602,0.06940025921998351,0.17417040358744396,0.0
Fusion_ESM2_contact,threshold,0.32,,16725,0.11620856911883588,0.004808889293453842,0.40809084457061745,0.06775067750677506,0.16849028400597907,0.0
Fusion_ESM2_contact,threshold,0.33,,16725,0.11387647297846405,0.004767256336775868,0.41304347826086957,0.06604218216095205,0.16227204783258595,0.0
Fusion_ESM2_contact,threshold,0.34,,16725,0.11203594954807743,0.004631726837284075,0.4204676121119203,0.06462825497820196,0.15599402092675635,0.0
Fusion_ESM2_contact,threshold,0.35,,16725,0.11047853515925528,0.004660631002056743,0.4268727705112961,0.06344998232591022,0.15085201793721972,0.0
Fusion_ESM2_contact,threshold,0.36,,16725,0.1079577646149884,0.004631370361318264,0.42933224088488325,0.06174148698008719,0.145949177877429,0.0
Fusion_ESM2_contact,threshold,0.37,,16725,0.10671630215604157,0.004640595925022336,0.43599493029150826,0.0607988688582538,0.14152466367713004,0.0
Fusion_ESM2_contact,threshold,0.38,,16725,0.10466202886512303,0.0045922559119925205,0.4405594405594406,0.05938494167550371,0.13680119581464872,0.0
Fusion_ESM2_contact,threshold,0.39,,16725,0.10291434231791877,0.00453785338746421,0.4472134118713185,0.05814775539059738,0.13195814648729448,0.0
Fusion_ESM2_contact,threshold,0.4,,16725,0.10155310359253254,0.004359946373343935,0.4518380642159144,0.05720513726876399,0.12849028400597906,0.0
Fusion_ESM2_contact,threshold,0.41,,16725,0.09943301133977321,0.0041522232749503524,0.4566055930568949,0.055791210086013905,0.12400597907324365,0.0
Fusion_ESM2_contact,threshold,0.42,,16725,0.09795144557375322,0.004137390946406232,0.46153846153846156,0.05478967833156592,0.12047832585949178,0.0
Fusion_ESM2_contact,threshold,0.43,,16725,0.09661733615221987,0.004120300504416064,0.4696813977389517,0.05384706020973253,0.11635276532137519,0.0
Fusion_ESM2_contact,threshold,0.44,,16725,0.09527851458885943,0.003904973202582488,0.47867803837953093,0.05290444208789914,0.11216741405082212,0.0
Fusion_ESM2_contact,threshold,0.45,,16725,0.0943767622492951,0.003900428068196555,0.48656061437191445,0.052256392129138685,0.1089985052316891,0.0
Fusion_ESM2_contact,threshold,0.46,,16725,0.09256392462499334,0.0036993612132955,0.4928936895963616,0.05107811947684694,0.10517189835575486,0.0
Fusion_ESM2_contact,threshold,0.47,,16725,0.09091882630113515,0.003418788560874798,0.4988249118683901,0.05001767408978438,0.10176382660687594,0.0
Fusion_ESM2_contact,threshold,0.48,,16725,0.08911794706608686,0.003388412007571518,0.5021173623714459,0.04889831507010722,0.0988340807174888,0.0
Fusion_ESM2_contact,threshold,0.49,,16725,0.08813559322033898,0.0033436184977614206,0.5083798882681564,0.048250265111346766,0.09632286995515695,0.0
Fusion_ESM2_contact,threshold,0.5,,16725,0.08639308855291576,0.003332802354715205,0.517464424320828,0.04713090609166961,0.09243647234678624,0.0
Fusion_ESM2_contact,threshold,0.51,,16725,0.08573748308525034,0.0033046118740005597,0.5276482345103265,0.04665959703075292,0.08974588938714499,0.0
Fusion_ESM2_contact,threshold,0.52,,16725,0.08414309755170729,0.0032900991915562577,0.5355908776779544,0.045658065276304935,0.08651718983557549,0.0
Fusion_ESM2_contact,threshold,0.53,,16725,0.08284796690436012,0.003285090887214392,0.5447387258410881,0.04483327441970072,0.08352765321375187,0.0
Fusion_ESM2_contact,threshold,0.54,,16725,0.08211111716918379,0.003259104306307487,0.5508412582297001,0.04436196535878402,0.0817339312406577,0.0
Fusion_ESM2_contact,threshold,0.55,,16725,0.08083128247197156,0.0032473785361974397,0.5636918382913806,0.0435371745021798,0.07838565022421524,0.0
Fusion_ESM2_contact,threshold,0.56,,16725,0.08011397884815606,0.003249724370823118,0.5733333333333334,0.04306586544126311,0.07623318385650224,0.0
Fusion_ESM2_contact,threshold,0.57,,16725,0.0795080166922908,0.0032226121030358235,0.5848142164781907,0.042653470012961,0.07402092675635276,0.0
Fusion_ESM2_contact,threshold,0.58,,16725,0.078987898789879,0.0031832185551412327,0.5953565505804311,0.042299988217273474,0.07210762331838565,0.0
Fusion_ESM2_contact,threshold,0.59,,16725,0.07792350931334731,0.0031703446790359254,0.6032423208191127,0.04165193825851302,0.0700747384155456,0.0
Fusion_ESM2_contact,threshold,0.6,,16725,0.07702493930699625,0.0031262121627311243,0.6069565217391304,0.04112171556498174,0.0687593423019432,0.0
Fusion_ESM2_contact,threshold,0.61,,16725,0.07636202895347552,0.0030403705396661283,0.6147686832740213,0.040709320136679626,0.06720478325859491,0.0
Fusion_ESM2_contact,threshold,0.62,,16725,0.07582466238653975,0.003057074386151626,0.6261425959780622,0.04035583834099211,0.06541106128550074,0.0
Fusion_ESM2_contact,threshold,0.63,,16725,0.0750471122935373,0.003021804266176106,0.6338951310861424,0.03988452928007541,0.06385650224215246,0.0
Fusion_ESM2_contact,threshold,0.64,,16725,0.0742714404662781,0.003009993031437792,0.6426512968299711,0.03941322021915871,0.06224215246636771,0.0
Fusion_ESM2_contact,threshold,0.65,,16725,0.07336594041796354,0.0030194368964628843,0.6483300589390962,0.03888299752562743,0.060866965620328846,0.0
Fusion_ESM2_contact,threshold,0.66,,16725,0.07328210268404053,0.00302747297698857,0.6686991869918699,0.03876517026039825,0.05883408071748879,0.0
Fusion_ESM2_contact,threshold,0.67,,16725,0.07243707796193984,0.0030398521113339126,0.6867724867724868,0.038234947566866975,0.05650224215246637,0.0
Fusion_ESM2_contact,threshold,0.68,,16725,0.07130881859841288,0.0030242239002063586,0.6934782608695652,0.03758689760810652,0.055007473841554556,0.0
Fusion_ESM2_contact,threshold,0.69,,16725,0.0706132497761862,0.003027537243999862,0.7026726057906458,0.037174502179804406,0.05369207772795217,0.0
Fusion_ESM2_contact,threshold,0.7,,16725,0.06971140375455309,0.003005893504439913,0.7141216991963261,0.03664427948627312,0.05207772795216741,0.0
Fusion_ESM2_contact,threshold,0.71,,16725,0.0690158231399394,0.00299774201078627,0.7252358490566038,0.036231884057971016,0.05070254110612855,0.0
Fusion_ESM2_contact,threshold,0.72,,16725,0.06831844485645261,0.002933434136220085,0.7369696969696969,0.035819488629668904,0.04932735426008968,0.0
Fusion_ESM2_contact,threshold,0.73,,16725,0.06728551336146273,0.002901721442382542,0.7465667915106118,0.03523035230352303,0.04789237668161435,0.0
Fusion_ESM2_contact,threshold,0.74,,16725,0.06579910990930088,0.002876436160228164,0.7516087516087516,0.034405561446918816,0.046457399103139015,0.0
Fusion_ESM2_contact,threshold,0.75,,16725,0.0643231958472042,0.0028597279148076557,0.7610146862483311,0.0335807705903146,0.04478325859491779,0.0
Fusion_ESM2_contact,threshold,0.76,,16725,0.06402077570146221,0.002852121069728872,0.7672530446549392,0.03340402969247084,0.044185351270553064,0.0
Fusion_ESM2_contact,threshold,0.77,,16725,0.0628568198519021,0.0027749842318658645,0.7754532775453278,0.03275597973371038,0.042869955156950676,0.0
Fusion_ESM2_contact,threshold,0.78,,16725,0.06256717768852181,0.002801255702580289,0.786628733997155,0.03257923883586662,0.04203288490284006,0.0
Fusion_ESM2_contact,threshold,0.79,,16725,0.06161513195152339,0.002693428759239121,0.7953216374269005,0.03204901614233534,0.04089686098654709,0.0
Fusion_ESM2_contact,threshold,0.8,,16725,0.060891257512189594,0.002688623235061128,0.8087349397590361,0.031636620714033226,0.03970104633781764,0.0
Fusion_ESM2_contact,threshold,0.81,,16725,0.06049599909199251,0.002677812375864031,0.8238021638330757,0.03140096618357488,0.038684603886397606,0.0
Fusion_ESM2_contact,threshold,0.82,,16725,0.05988296119538662,0.0026781508923867945,0.8405103668261563,0.031047484387887358,0.037488789237668164,0.0
Fusion_ESM2_contact,threshold,0.83,,16725,0.059034294488995054,0.0026242016028402027,0.8522167487684729,0.03057617532697066,0.03641255605381166,0.0
Fusion_ESM2_contact,threshold,0.84,,16725,0.05841493964928262,0.0025988946999482188,0.8694915254237288,0.030222693531283137,0.03527653213751868,0.0
Fusion_ESM2_contact,threshold,0.85,,16725,0.05722754217966256,0.0025716657860931965,0.8807017543859649,0.029574643572522683,0.034080717488789235,0.0
Fusion_ESM2_contact,threshold,0.86,,16725,0.05547628560013698,0.0024384808791371544,0.8884826325411335,0.02863202545068929,0.03270553064275037,0.0
Fusion_ESM2_contact,threshold,0.87,,16725,0.05383164752271558,0.002215786499019361,0.8971428571428571,0.027748320961470483,0.03139013452914798,0.0
Fusion_ESM2_contact,threshold,0.88,,16725,0.053311978034549824,0.0022081378247028457,0.9173228346456693,0.02745375279839755,0.030373692077727953,0.0
Fusion_ESM2_contact,threshold,0.89,,16725,0.05120861496162218,0.0021198156523092983,0.9235537190082644,0.026334393778720395,0.028938714499252616,0.0
Fusion_ESM2_contact,threshold,0.9,,16725,0.04864616796695731,0.002019998002996842,0.925764192139738,0.024979380228584893,0.027384155455904335,0.0
